# Species,Genes,Zhunt_mean,Zhunt_max,Zhunt_count,func
50,50,4104.85,23787.35,26,pyridoxamine 5'-phosphate oxidase 
35,43,4660.71,38833.58,31,NAD-dependent protein deacetylase 
43,43,2897.29,13713.99,21,sulfate ABC transporter permease subunit CysT 
32,47,4300.56,66470.78,28,DMT family transporter 
39,42,13818.14,302785.5,26,cystathionine beta-lyase 
46,46,6614.89,38833.58,9,RNA polymerase-binding protein DksA 
28,32,1581.78,6565.99,19,SDR family oxidoreductase 
38,38,60246.66,941334.2,33,flagellar protein export ATPase FliI 
32,43,6375.48,71734.9,36,phospholipase D family protein 
50,50,6907.69,74987.35,30,SAM-dependent methyltransferase 
49,49,15775.59,302785.5,24,GTPase Era 
43,49,2406.61,9492.08,30,GTP cyclohydrolase I 
34,34,4473.04,38833.58,22,error-prone DNA polymerase 
33,35,12956.8,198956.2,28,ABC transporter permease 
50,50,5351.18,27872.66,29,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase 
35,36,6343.38,28780.5,27,cytochrome o ubiquinol oxidase subunit III 
30,30,6517.41,28780.5,24,acyloxyacyl hydrolase 
50,50,5111.88,28780.5,27,class I SAM-dependent methyltransferase 
37,42,14004.69,138924.1,36,NAD(P)/FAD-dependent oxidoreductase 
32,32,13682.85,138924.1,32,urea ABC transporter permease subunit UrtB 
44,44,4610.38,38833.58,33,electron transport complex subunit RsxB 
25,25,4256.39,38833.58,35,D-hexose-6-phosphate mutarotase 
50,50,1732.78,13713.99,26,ABC transporter ATP-binding protein 
44,44,1448.99,8782.16,32,M48 family metallopeptidase 
42,42,3231.15,37878.25,27,twin transmembrane helix small protein 
30,30,6456.72,37878.25,18,cytochrome o ubiquinol oxidase subunit I 
31,31,13887.72,138924.1,28,alpha/beta hydrolase 
50,50,5194.8,38833.58,27,phosphoribosylanthranilate isomerase 
27,28,5372.73,28780.5,29,HlyD family efflux transporter periplasmic adaptor subunit 
32,32,8741.73,211093.9,32,class I SAM-dependent methyltransferase 
50,50,3507.4,27872.66,38,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD 
32,36,2465.0,24647.41,38,SulP family inorganic anion transporter 
26,30,2880.16,18180.95,38,2-dehydro-3-deoxygalactonokinase 
50,50,10570.47,68804.91,28,ClpXP protease specificity-enhancing factor 
42,42,3163.91,18180.95,28,RNA polymerase sigma factor RpoE 
50,50,1215.49,3512.02,17,ATP-dependent Clp endopeptidase proteolytic subunit ClpP 
44,44,3504.89,21732.38,23,FKBP-type peptidyl-prolyl cis-trans isomerase 
48,48,2373.46,13713.99,17,phosphoribosyl-AMP cyclohydrolase 
39,40,1903.96,10272.33,33,thioredoxin family protein 
34,37,2655.46,13713.99,32,dipeptide ABC transporter ATP-binding protein 
25,33,3714.72,27872.66,25,type VI secretion system lipoprotein TssJ 
35,35,4333.19,68804.91,32,DNA polymerase Y family protein 
47,47,4721.86,50885.97,24,phosphate ABC transporter permease subunit PstC 
25,25,7693.94,66470.78,27,MurR/RpiR family transcriptional regulator 
48,53,3381.47,27872.66,34,spermidine synthase 
38,38,5729.72,37878.25,30,ATP-dependent DNA helicase 
50,50,1371.45,3661.11,25,polyprenyl synthetase family protein 
25,29,4659.94,38833.58,34,DUF1800 domain-containing protein 
29,29,4516.92,28780.5,29,MarR family transcriptional regulator 
44,44,3254.22,28780.5,29,DUF1415 domain-containing protein 
48,48,1347.89,4545.7,19,aspartate--tRNA ligase 
50,50,3718.37,38833.58,33,peptide chain release factor N(5)-glutamine methyltransferase 
25,27,23263.04,211093.9,33,acetate/propionate family kinase 
49,50,2184.34,6565.99,32,SCO family protein 
43,43,4825.21,38833.58,26,autotransporter assembly complex protein TamA 
37,38,4583.46,28780.5,19,MFS transporter 
33,36,7248.15,68804.91,23,MFS transporter 
33,33,7899.21,65884.11,24,HPP family protein 
40,40,7272.64,138924.1,26,"putative toxin-antitoxin system toxin component, PIN family "
26,33,2153.67,13713.99,29,xanthine dehydrogenase family protein molybdopterin-binding subunit 
26,26,1593.39,7973.08,27,FAD-dependent oxidoreductase 
25,28,5182.34,65884.11,23,DUF72 domain-containing protein 
42,42,8975.51,138924.1,33,SDR family oxidoreductase 
41,46,4577.31,28780.5,23,recombination-associated protein RdgC 
40,40,1582.85,8485.76,28,MFS transporter 
43,44,1639.76,4270.73,20,ATP-binding cassette domain-containing protein 
49,49,10795.95,138924.1,29,ATP-dependent DNA helicase RecG 
45,45,11347.82,138924.1,33,DUF4390 domain-containing protein 
27,33,5147.99,48804.94,25,ABC transporter permease 
36,41,46102.62,941334.2,26,chemoreceptor glutamine deamidase CheD 
50,50,6431.31,138924.1,29,"CDP-6-deoxy-delta-3,4-glucoseen reductase "
43,47,8151.82,138924.1,28,dioxygenase 
45,45,4340.17,38833.58,33,ferrochelatase 
50,50,18664.76,138924.1,28,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE 
30,31,3553.35,13713.99,25,hypothetical protein 
28,28,4549.45,13713.99,30,tetratricopeptide repeat protein 
36,36,2286.25,13713.99,23,PAS and helix-turn-helix domain-containing protein 
25,27,3658.91,27872.66,25,aminotransferase class V-fold PLP-dependent enzyme 
35,35,6381.17,74987.35,28,nucleotidyltransferase family protein 
44,44,5924.5,74987.35,25,ATP-binding protein 
49,49,19514.36,211093.9,13,transcription termination/antitermination protein NusG 
37,37,7331.51,68804.91,31,flagellar basal body P-ring protein FlgI 
37,37,3765.57,38833.58,22,flagellar type III secretion system pore protein FliP 
50,50,2822.81,13939.35,24,SAM-dependent methyltransferase 
27,28,3308.71,48804.94,33,alpha/beta hydrolase 
48,48,20278.67,211093.9,38,molybdopterin synthase catalytic subunit MoaE 
49,50,1582.4,3428.53,8,OmpA family protein 
50,50,3303.37,13713.99,6,translation initiation factor IF-3 
35,36,76014.11,941334.2,29,outer membrane beta-barrel protein 
30,30,44293.72,941334.2,31,ribosome-associated ATPase/putative transporter RbbA 
41,41,2721.04,13713.99,24,peptidylprolyl isomerase 
47,47,6664.22,138924.1,32,tRNA (guanosine(46)-N7)-methyltransferase TrmB 
44,44,1491.34,4263.56,17,Tol-Pal system beta propeller repeat protein TolB 
44,44,3899.94,65884.11,28,tol-pal system protein YbgF 
39,39,10626.65,138924.1,38,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase 
47,47,9154.79,66470.78,35,ATP-dependent RNA helicase HrpA 
28,34,10414.96,138924.1,29,propionate catabolism operon regulatory protein PrpR 
26,28,9660.07,138924.1,28,metabolite/H+ symporter 
34,40,9375.87,138924.1,37,xanthine dehydrogenase molybdopterin binding subunit 
48,48,11171.42,138924.1,15,RluA family pseudouridine synthase 
50,50,1624.26,10272.33,24,excinuclease ABC subunit UvrB 
50,50,2881.03,13713.99,13,ribosome biogenesis GTP-binding protein YihA/YsxC 
45,45,11900.68,138924.1,34,ribonuclease PH 
41,41,4632.8,27872.66,36,adenosylmethionine--8-amino-7-oxononanoate transaminase 
49,49,6634.37,37878.25,25,tRNA 2-thiouridine(34) synthase MnmA 
49,49,40823.13,211093.9,44,excinuclease ABC subunit UvrA 
38,38,33210.85,302785.5,31,AMP nucleosidase 
36,41,3115.51,16770.32,14,MULTISPECIES: cold-shock protein 
26,26,4693.29,68804.91,30,"MULTISPECIES: 1,2-phenylacetyl-CoA epoxidase subunit B "
35,35,4505.22,16770.32,19,accessory factor UbiK family protein 
48,48,12950.0,138924.1,29,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase 
26,26,3428.28,28780.5,28,AEC family transporter 
34,34,2406.58,8323.26,28,DUF721 domain-containing protein 
28,28,5655.59,74987.35,29,PLP-dependent aminotransferase family protein 
29,29,10821.05,211093.9,23,RNA-binding S4 domain-containing protein 
34,34,1705.21,3993.32,20,(d)CMP kinase 
45,45,2909.72,16770.32,23,LapA family protein 
34,39,2337.45,7311.19,23,2-methylcitrate synthase 
35,35,9424.76,138924.1,26,phosphoadenylyl-sulfate reductase 
29,31,5135.6,38833.58,30,Fe/S-dependent 2-methylisocitrate dehydratase AcnD 
26,29,5397.28,28780.5,25,AraC family transcriptional regulator 
47,47,3064.76,13713.99,26,class I SAM-dependent methyltransferase 
25,28,2523.54,13713.99,27,MFS transporter 
26,26,2395.42,13713.99,28,ribonuclease E activity regulator RraA 
25,25,5908.69,37878.25,32,glutaredoxin family protein 
31,31,4549.63,13713.99,33,LysE family translocator 
28,29,13428.56,211093.9,22,type 1 glutamine amidotransferase domain-containing protein 
35,36,15938.61,302785.5,25,DJ-1/PfpI family protein 
28,28,19459.64,302785.5,27,aliphatic sulfonate ABC transporter permease SsuC 
25,25,18916.67,302785.5,30,ATP-binding cassette domain-containing protein 
29,29,18577.2,302785.5,30,exodeoxyribonuclease V subunit gamma 
29,29,21385.13,302785.5,27,exodeoxyribonuclease V subunit beta 
28,28,18462.3,302785.5,32,exodeoxyribonuclease V subunit alpha 
34,34,22472.07,138924.1,25,3-hydroxybutyrate dehydrogenase 
41,41,1478.24,3428.53,15,MerR family transcriptional regulator 
35,40,5127.59,28780.5,20,ABC transporter ATP-binding protein 
32,37,5704.07,38833.58,25,glycine betaine/L-proline ABC transporter permease ProW 
25,28,11837.35,211093.9,25,AraC family transcriptional regulator 
25,25,11899.0,211093.9,24,"5,6-dimethylbenzimidazole synthase "
28,31,11406.52,211093.9,25,glutamine amidotransferase 
28,28,13062.46,211093.9,34,AraC family transcriptional regulator 
26,30,9246.87,211093.9,33,thiamine pyrophosphate-requiring protein 
25,25,12735.53,211093.9,23,DUF4136 domain-containing protein 
48,48,3373.39,38833.58,33,Maf family nucleotide pyrophosphatase 
35,40,3930.05,29467.88,27,DegT/DnrJ/EryC1/StrS aminotransferase family protein 
30,35,2707.74,8697.46,28,lipid A hydroxylase LpxO 
45,45,7183.59,37878.25,18,DNA mismatch repair endonuclease MutL 
38,38,9852.13,211093.9,34,chorismate lyase 
29,29,4078.07,29467.88,27,cytochrome c 
28,28,4686.53,29467.88,20,cytochrome c 
26,26,3305.37,29467.88,36,hydroxyphenylacetyl-CoA thioesterase PaaI 
26,27,3881.49,29467.88,34,phenylacetate-CoA oxygenase/reductase subunit PaaK 
26,27,4114.53,29467.88,33,phenylacetate-CoA oxygenase subunit PaaJ 
26,27,3396.6,29467.88,29,phenylacetate-CoA oxygenase subunit PaaC 
26,26,4348.09,29467.88,34,"1,2-phenylacetyl-CoA epoxidase subunit A "
26,28,9756.6,198956.2,31,aspartate aminotransferase family protein 
26,26,4594.87,28780.5,32,2OG-Fe(II) oxygenase 
32,32,33774.87,941334.2,30,bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada 
25,26,3406.94,28780.5,31,TetR/AcrR family transcriptional regulator 
27,28,5008.59,38833.58,33,type I methionyl aminopeptidase 
35,35,4048.93,38833.58,32,FAD-dependent monooxygenase 
47,48,3286.16,13713.99,18,dihydrolipoyl dehydrogenase 
35,37,1866.17,4860.21,26,multidrug efflux SMR transporter 
29,31,26367.76,302785.5,30,nitroreductase 
28,28,23089.03,302785.5,30,flagellar biosynthesis protein FlhF 
25,25,6940.85,46858.52,23,flagellar protein FlgN 
25,26,6553.83,46858.52,20,flagellar brake protein 
27,27,3759.84,46858.52,28,EscU/YscU/HrcU family type III secretion system export apparatus switch protein 
27,30,7014.22,65884.11,32,response regulator 
47,47,5214.3,28780.5,22,cell division protein FtsB 
27,27,2275.81,9721.92,18,ammonium transporter 
30,30,2370.32,13713.99,22,NAD(P)-dependent oxidoreductase 
27,31,4261.7,38833.58,30,FAD:protein FMN transferase 
42,42,8553.46,65884.11,19,efflux RND transporter periplasmic adaptor subunit 
27,28,8254.59,65884.11,18,LysR family transcriptional regulator 
30,30,5799.57,65884.11,19,DUF2863 family protein 
38,39,10292.04,65884.11,24,acetyl-CoA hydrolase/transferase family protein 
36,36,10898.1,65884.11,17,6-carboxytetrahydropterin synthase QueD 
31,31,10662.45,65884.11,21,NRDE family protein 
27,35,10766.21,65884.11,20,arsenate reductase ArsC 
38,39,10718.84,68804.91,32,tRNA 2-selenouridine(34) synthase MnmH 
31,35,4639.16,65884.11,34,L-serine ammonia-lyase 
25,33,5227.78,65884.11,30,XRE family transcriptional regulator 
26,30,3925.14,65884.11,28,MFS transporter 
29,32,3790.57,65884.11,29,Rrf2 family transcriptional regulator 
35,35,9167.44,74987.35,21,Lrp/AsnC family transcriptional regulator 
33,42,17737.41,198956.2,27,EamA family transporter RarD 
26,26,15048.43,198956.2,26,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase 
38,42,8485.13,138924.1,23,LysR family transcriptional regulator 
28,28,7614.73,138924.1,23,prolyl aminopeptidase 
28,31,4145.96,28780.5,27,LysR substrate-binding domain-containing protein 
25,34,5607.78,70157.18,35,CpaF family protein 
25,35,6995.14,65884.11,36,type II secretion system F family protein 
28,28,1742.41,10272.33,28,LysR family transcriptional regulator 
26,34,2898.35,13713.99,27,HlyD family secretion protein 
29,29,4634.38,38833.58,31,glycerate kinase 
42,42,23633.46,211093.9,34,translocation/assembly module TamB domain-containing protein 
26,26,22310.23,211093.9,39,DUF3108 domain-containing protein 
32,33,2579.7,18247.98,28,helix-turn-helix transcriptional regulator 
33,38,3713.25,37878.25,31,formate dehydrogenase subunit alpha 
26,26,2774.16,18247.98,31,methyltransferase domain-containing protein 
27,28,3991.92,29467.88,30,NYN domain-containing protein 
49,52,7065.52,49376.54,32,protein-disulfide reductase DsbD 
31,31,5780.67,28780.5,23,pilus assembly protein PilM 
38,39,10608.7,138924.1,20,"selenide, water dikinase SelD "
25,25,4022.76,13713.99,30,DUF1853 family protein 
49,49,3758.08,13713.99,17,DNA repair protein RadA 
27,32,2031.77,7423.87,22,aminotransferase class V-fold PLP-dependent enzyme 
26,26,2646.52,27872.66,32,AI-2E family transporter 
26,28,3193.95,38833.58,35,ABC transporter ATP-binding protein 
25,25,1941.05,13713.99,32,chemotaxis response regulator protein-glutamate methylesterase 
25,25,2386.39,13713.99,33,hybrid sensor histidine kinase/response regulator 
25,25,3945.11,37878.25,41,chemotaxis protein CheW 
25,25,6169.05,66470.78,41,hypothetical protein 
32,35,27067.96,198956.2,31,UPF0149 family protein 
34,34,31323.34,198956.2,21,4-hydroxy-3-polyprenylbenzoate decarboxylase 
25,25,12418.91,198956.2,24,glycine zipper 2TM domain-containing protein 
31,31,4169.33,38833.58,26,TOBE domain-containing protein 
47,47,7060.13,138924.1,41,copper chaperone PCu(A)C 
32,32,4162.88,28780.5,29,alkylphosphonate utilization protein 
40,40,4425.98,28780.5,27,uroporphyrinogen-III C-methyltransferase 
29,29,15288.18,198956.2,27,NAD(P)H:quinone oxidoreductase 
48,48,1820.94,8485.76,19,dCTP deaminase 
31,31,3241.25,38833.58,36,alpha/beta hydrolase 
31,35,2450.61,13713.99,25,quaternary ammonium compound efflux SMR transporter SugE 
26,38,5126.79,33432.46,33,amidohydrolase family protein 
32,34,2618.24,17253.57,38,formate dehydrogenase subunit gamma 
30,31,13076.38,138924.1,26,formate dehydrogenase-N subunit alpha 
25,28,8011.45,138924.1,24,2-hydroxychromene-2-carboxylate isomerase 
28,35,3678.03,28780.5,30,porin 
34,40,4506.34,37878.25,32,UbiX family flavin prenyltransferase 
26,32,4127.52,28780.5,30,hypothetical protein 
39,51,1984.99,8338.42,22,YceI family protein 
25,29,7452.13,38833.58,22,VOC family protein 
39,39,5921.14,38833.58,24,DUF3820 family protein 
31,40,6742.88,49376.54,23,VOC family protein 
35,35,3755.84,49376.54,30,DUF3619 family protein 
30,30,6746.94,38833.58,20,Fe-S cluster assembly protein IscX 
26,26,2792.29,21732.38,26,GTP cyclohydrolase II 
33,38,5317.81,27872.66,24,phosphonate ABC transporter substrate-binding protein 
36,43,6056.28,49376.54,31,trimeric intracellular cation channel family protein 
25,25,4578.24,38833.58,30,MFS transporter 
27,27,5216.68,38833.58,33,O-succinylhomoserine sulfhydrylase 
27,31,3164.18,17253.57,27,flavin reductase family protein 
30,31,4239.58,28780.5,17,Lrp/AsnC family transcriptional regulator 
30,36,4868.17,38833.58,19,YceI family protein 
38,40,4377.88,28780.5,20,EamA family transporter 
25,25,3759.14,17718.99,26,glutathione S-transferase 
25,25,2066.15,7022.49,26,arylformamidase 
28,29,7152.1,138924.1,34,CYTH and CHAD domain-containing protein 
28,29,2265.01,13713.99,34,4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase 
40,40,8379.55,138924.1,30,DUF4149 domain-containing protein 
31,33,3269.31,13713.99,28,MFS transporter 
26,26,22298.81,138924.1,34,FMNH2-dependent alkanesulfonate monooxygenase 
29,34,4136.65,28780.5,35,TraB/GumN family protein 
26,30,4726.88,28780.5,26,MFS transporter 
25,33,3523.97,28780.5,32,sulfonate ABC transporter substrate-binding protein 
25,25,5283.57,28780.5,20,DUF962 domain-containing protein 
37,39,16025.55,211093.9,23,DUF445 domain-containing protein 
30,30,8762.73,138924.1,27,PadR family transcriptional regulator 
45,45,3660.09,38833.58,29,M48 family metalloprotease 
35,35,8906.92,138924.1,25,molybdopterin molybdotransferase MoeA 
34,34,15358.36,138924.1,20,ABC-F family ATPase 
29,33,2025.56,8485.76,31,DNA/RNA non-specific endonuclease 
35,35,9547.49,211093.9,35,NCS2 family permease 
29,29,8942.19,198956.2,32,pyrimidine 5'-nucleotidase 
31,35,8448.28,198956.2,32,GntP family permease 
29,30,2411.79,12723.6,25,alpha/beta hydrolase 
29,33,14169.14,198956.2,24,phosphonate ABC transporter ATP-binding protein 
48,48,4248.93,65884.11,34,ribonuclease P protein component 
25,25,3653.32,65884.11,39,response regulator 
25,28,2400.06,13713.99,33,NAD-dependent succinate-semialdehyde dehydrogenase 
29,43,6273.73,99873.51,39,class II aldolase/adducin family protein 
27,28,6145.93,99873.51,29,NO-inducible flavohemoprotein 
34,37,9229.53,211093.9,30,phage holin family protein 
39,39,11361.92,211093.9,35,SMC-Scp complex subunit ScpB 
29,32,10317.68,198956.2,39,phosphate acetyltransferase 
39,39,1759.87,4545.7,23,FmdB family transcriptional regulator 
42,42,2395.13,13713.99,21,septum site-determining protein MinC 
27,32,4972.15,28780.5,29,FAD-dependent oxidoreductase 
26,26,2472.53,13713.99,27,GreA/GreB family elongation factor 
25,26,2965.94,13713.99,32,glutathione S-transferase family protein 
28,28,3181.42,13713.99,30,ArgE/DapE family deacylase 
31,33,6965.72,74987.35,33,coniferyl aldehyde dehydrogenase 
25,26,2129.69,8922.65,24,bifunctional UDP-4-keto-pentose/UDP-xylose synthase 
28,32,2866.87,13713.99,29,DUF2889 domain-containing protein 
25,27,9605.06,153822.85,32,PaaI family thioesterase 
40,41,5427.97,38833.58,17,ABC transporter ATP-binding protein/permease 
28,29,2353.83,13713.99,25,LysR family transcriptional regulator 
34,37,9743.84,152054.28,21,YdcF family protein 
26,30,2182.21,13713.99,23,MaoC family dehydratase 
25,27,8903.03,138924.1,25,MaoC family dehydratase 
26,30,3078.28,13713.99,16,branched-chain amino acid ABC transporter ATP-binding protein/permease 
30,31,8662.36,138924.1,26,glycine betaine ABC transporter substrate-binding protein 
39,39,2738.28,13713.99,22,adenine phosphoribosyltransferase 
38,38,12078.28,211093.9,28,NUDIX domain-containing protein 
28,28,13672.49,138924.1,29,delta(1)-pyrroline-2-carboxylate reductase family protein 
31,31,3138.42,28780.5,27,MBL fold metallo-hydrolase 
38,38,3082.32,17253.57,25,NCS2 family nucleobase:cation symporter 
25,25,2739.37,13713.99,19,LysR family transcriptional regulator 
32,35,3873.45,17718.99,25,PilW family protein 
27,28,4959.64,48804.94,26,type IV pilin protein 
30,31,6168.87,28780.5,17,MFS transporter 
34,34,3929.14,13713.99,24,aspartate 1-decarboxylase 
44,44,7899.17,38833.58,24,NAD+ synthase 
26,26,7146.13,37878.25,24,phosphatidylserine decarboxylase 
25,25,41338.65,941334.2,26,FTR1 family protein 
30,30,54783.33,941334.2,29,DUF4212 domain-containing protein 
29,29,8088.89,37878.25,28,rRNA pseudouridine synthase 
25,25,4296.53,37878.25,27,3'-5' exonuclease 
25,25,12029.6,211093.9,30,DMT family transporter 
34,48,2838.97,28780.5,29,entericidin A/B family lipoprotein 
27,27,2557.63,13713.99,29,enoyl-CoA hydratase 
28,32,2027.07,6565.99,24,Kef family K(+) transporter 
29,29,2442.37,8922.65,25,exonuclease domain-containing protein 
25,25,2722.84,13713.99,22,CoA transferase 
34,34,4861.21,28780.5,23,ATP synthase subunit I 
26,27,3381.79,32704.39,24,PepSY domain-containing protein 
26,26,2155.56,13713.99,20,DUF2322 family protein 
26,28,1883.01,8541.9,25,PaaI family thioesterase 
26,28,3358.15,38833.58,23,ACR3 family arsenite efflux transporter 
28,28,8591.72,211093.9,33,GTP cyclohydrolase FolE2 
27,32,3923.6,38833.58,28,LysE family transporter 
27,30,5959.91,105988.74,27,ABC transporter ATP-binding protein 
25,25,6920.58,66470.78,36,NAD(P)/FAD-dependent oxidoreductase 
33,35,4345.13,29467.88,22,pilin 
38,38,2997.05,13713.99,26,divalent-cation tolerance protein CutA 
26,26,2257.75,8485.76,24,polyamine aminopropyltransferase 
34,50,6399.23,49376.54,33,FAD-dependent monooxygenase 
29,37,3873.05,37935.46,27,ornithine cyclodeaminase 
26,31,1835.61,10894.72,26,gallate dioxygenase 
28,34,2494.74,13713.99,26,MFS transporter 
29,29,4027.7,13713.99,21,"2,5-didehydrogluconate reductase DkgB "
30,33,4279.72,29467.88,25,glutathione binding-like protein 
29,36,3844.91,29192.62,29,HlyD family type I secretion periplasmic adaptor subunit 
41,51,2402.14,8922.65,20,DMT family transporter 
40,52,7436.35,52742.57,28,rRNA pseudouridine synthase 
31,33,9281.03,52742.57,22,TRAP transporter large permease subunit 
32,36,15720.08,138924.1,27,LysR family transcriptional regulator 
44,44,11424.19,138924.1,30,excinuclease ABC subunit UvrC 
30,30,3158.36,13713.99,30,ABC transporter ATP-binding protein 
25,25,2529.48,13713.99,24,PLP-dependent aminotransferase family protein 
26,36,3232.97,29467.88,33,ABC transporter permease 
39,39,5004.24,37878.25,21,DMT family transporter 
32,36,1940.07,8922.65,22,flagellar hook protein FlgE 
30,31,8860.49,38833.58,33,CoA transferase 
34,34,4322.58,38833.58,24,ABC transporter ATP-binding protein 
27,29,5246.55,38833.58,29,enoyl-CoA hydratase/isomerase family protein 
26,28,4356.26,38833.58,23,sulfite exporter TauE/SafE family protein 
26,27,4265.4,38833.58,27,metal ABC transporter ATP-binding protein 
26,41,10126.0,46858.52,35,ABC transporter permease 
25,25,10123.28,46858.52,32,2OG-Fe dioxygenase family protein 
33,33,4188.12,38833.58,24,sodium:solute symporter family protein 
36,36,9318.7,38833.58,25,DMT family transporter 
28,31,5250.23,38833.58,28,ATP-binding protein 
25,33,5052.33,38833.58,29,ABC transporter substrate-binding protein 
30,47,8814.57,138924.1,27,efflux RND transporter periplasmic adaptor subunit 
39,39,3528.36,38833.58,22,outer membrane protein assembly factor BamE 
38,39,3352.13,38833.58,19,lysophospholipid acyltransferase family protein 
34,34,4167.46,38833.58,23,ABC transporter ATP-binding protein 
32,33,6944.45,74987.35,27,D-amino acid dehydrogenase 
28,29,7913.05,138924.1,30,penicillin-binding protein 1C 
33,33,1890.78,10894.72,20,branched-chain amino acid ABC transporter permease 
27,27,4582.45,38833.58,26,ABC transporter ATP-binding protein 
34,34,10457.09,66470.78,27,AMP-binding protein 
34,34,1679.88,10894.72,20,branched-chain amino acid ABC transporter permease 
32,32,1962.65,10894.72,22,ABC transporter substrate-binding protein 
25,26,9403.67,138924.1,32,histone deacetylase family protein 
44,46,2570.51,29467.88,37,alpha-hydroxy-acid oxidizing protein 
37,37,3895.3,29467.88,21,TSUP family transporter 
29,29,4579.03,38833.58,28,heavy metal translocating P-type ATPase 
31,32,3363.05,13713.99,16,O-antigen ligase family protein 
35,35,5212.23,29467.88,27,SPOR domain-containing protein 
32,32,4526.75,29467.88,27,pyrimidine/purine nucleoside phosphorylase 
33,33,4249.79,29467.88,30,isochorismatase family protein 
35,35,3230.57,28780.5,20,magnesium/cobalt transporter CorA 
29,29,5142.96,28780.5,20,ABC transporter permease 
29,29,12312.93,138924.1,35,patatin-like phospholipase family protein 
34,36,8503.47,68804.91,35,TonB-dependent receptor 
28,28,7589.49,66470.78,32,ferrous iron transport protein A 
28,28,6548.06,38833.58,30,ferrous iron transporter B 
41,42,9006.3,198956.2,29,M23 family metallopeptidase 
26,26,9749.07,198956.2,33,YbdD/YjiX family protein 
25,25,36090.98,198956.2,30,carbon starvation protein A 
33,35,9260.47,198956.2,29,penicillin acylase family protein 
38,38,5239.87,38833.58,28,ribonuclease III 
28,30,4618.79,38833.58,30,nucleotide pyrophosphohydrolase 
26,27,13312.84,302785.5,34,glycosyltransferase family 2 protein 
27,27,6190.24,38833.58,22,PACE efflux transporter 
27,27,6431.47,37878.25,24,cytochrome b/b6 domain-containing protein 
27,27,14631.46,198956.2,30,MG2 domain-containing protein 
28,28,7070.71,138924.1,31,hypothetical protein 
41,41,9248.75,138924.1,34,phospholipase A 
31,31,9285.97,138924.1,32,ABC transporter substrate-binding protein 
25,27,11581.22,138924.1,25,DASS family sodium-coupled anion symporter 
31,31,8833.2,48804.94,25,DNA polymerase III subunit gamma/tau 
29,29,4933.88,48804.94,22,SURF1 family protein 
40,40,17400.11,302785.5,22,MotA/TolQ/ExbB proton channel family protein 
29,29,19062.77,302785.5,26,archaetidylserine decarboxylase 
32,33,8037.75,38833.58,23,TonB-dependent hemoglobin/transferrin/lactoferrin family receptor 
27,31,2739.6,13713.99,20,MarR family transcriptional regulator 
27,27,4606.15,49376.54,30,hemin-degrading factor 
30,35,3128.26,15602.75,27,MacB family efflux pump subunit 
25,25,8861.45,46858.52,30,alpha/beta hydrolase 
25,25,5552.76,46858.52,27,tripartite tricarboxylate transporter TctB family protein 
28,28,3977.19,46858.52,31,DNA oxidative demethylase AlkB 
25,25,3525.55,46858.52,34,GlsB/YeaQ/YmgE family stress response membrane protein 
25,29,3416.48,46858.52,30,TRAP transporter small permease subunit 
43,43,7872.0,46858.52,33,uroporphyrinogen-III synthase 
28,30,5344.7,46858.52,21,hypothetical protein 
37,37,6075.99,46858.52,28,biopolymer transporter ExbD 
38,38,6369.89,66470.78,25,neutral zinc metallopeptidase 
25,25,4485.02,46858.52,27,GNAT family N-acetyltransferase 
33,33,20493.87,138924.1,32,flagellar basal body P-ring formation protein FlgA 
33,39,9919.34,138924.1,29,TorF family putative porin 
40,40,21802.02,211093.9,35,insulinase family protein 
44,44,4812.24,46858.52,18,DedA family protein 
33,34,6443.44,46858.52,24,ZIP family metal transporter 
38,38,3149.3,46858.52,30,cyanophycin synthetase 
35,35,5636.77,46858.52,17,cyanophycin synthetase 
40,40,4365.44,46858.52,33,DUF1854 domain-containing protein 
32,32,4776.29,46858.52,19,hypothetical protein 
27,39,5688.57,46858.52,26,phosphoethanolamine--lipid A transferase 
45,45,3115.54,46858.52,30,SlyX family protein 
39,39,3493.66,46858.52,29,TonB family protein 
39,39,4176.54,46858.52,28,insulinase family protein 
25,25,5030.5,46858.52,21,DUF494 domain-containing protein 
27,27,4166.85,46858.52,18,SWIB/MDM2 domain-containing protein 
40,40,6268.04,46858.52,25,orotate phosphoribosyltransferase 
29,29,3600.74,46858.52,22,DUF808 domain-containing protein 
26,26,3702.99,46858.52,26,LysM peptidoglycan-binding domain-containing protein 
27,27,11321.45,138924.1,20,hypothetical protein 
25,25,3767.04,46858.52,28,exodeoxyribonuclease I 
29,29,3385.03,46858.52,33,ribosome biogenesis GTPase YlqF 
28,28,5595.48,46858.52,28,thioredoxin TrxC 
25,25,11608.88,211093.9,31,type IV pilus biogenesis/stability protein PilW 
